target_index,variant,solver_status,success,pos_err_m,rot_err_rad,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
5,k_restarts,ok,true,0.000099672993588,0.000173300757763,2.643090366860426,-4.550408524835260,-2.179610596475899,-1.910144038393496,-2.371473529600693,2.010934086286281
6,arm_cold,ok,true,0.000003397408273,0.000000007411685,-1.299570975681253,0.482067247855514,0.542365789908432,-1.541306967487353,-2.009610462494890,0.198326166066200
6,arm_restarts,ok,true,0.000003397408273,0.000000007411685,-1.299570975681253,0.482067247855514,0.542365789908432,-1.541306967487353,-2.009610462494890,0.198326166066200
6,k_cold,ok,true,0.000096986440034,0.000035132817107,-1.299570637371942,0.481632102677192,0.543257197904053,-1.541800910808318,-2.009605978515900,0.198317294096183
6,k_restarts,ok,true,0.000096986440034,0.000035132817107,-1.299570637371942,0.481632102677192,0.543257197904053,-1.541800910808318,-2.009605978515900,0.198317294096183
7,arm_cold,ok,true,0.000078423290829,0.000001544985253,-2.840454492572642,-5.144079832826096,0.065098929329252,-5.404607453159076,5.092136725558790,-3.731246815349231
7,arm_restarts,ok,true,0.000078423290829,0.000001544985253,-2.840454492572642,-5.144079832826096,0.065098929329252,-5.404607453159076,5.092136725558790,-3.731246815349231
7,k_cold,not_converged,false,,,,,,,,
7,k_restarts,ok,true,0.000060653149079,0.000692181137802,1.351975275392217,-3.893019258289613,-1.246204933010689,-0.168169961190969,4.925314896469409,-1.474456196444166
8,arm_cold,ok,true,0.000058917183651,0.000000758593901,-1.433351339585183,-0.036387446851727,0.209895065620561,-2.258841267030142,-1.918704818976968,-0.778773416883552
8,arm_restarts,ok,true,0.000058917183651,0.000000758593901,-1.433351339585183,-0.036387446851727,0.209895065620561,-2.258841267030142,-1.918704818976968,-0.778773416883552
8,k_cold,ok,true,0.000089545878448,0.000066812912004,-1.433348764845636,-0.036726286082945,0.210567683220095,-2.259131069213382,-1.918714670432773,-0.778704218018688
8,k_restarts,ok,true,0.000089545878448,0.000066812912004,-1.433348764845636,-0.036726286082945,0.210567683220095,-2.259131069213382,-1.918714670432773,-0.778704218018688
9,arm_cold,ok,true,0.000024743146949,0.000000454794767,4.130687148132020,-5.092949447983703,0.194113156237412,-3.170858707549104,1.780547660350903,-1.860173310342118
9,arm_restarts,ok,true,0.000024743146949,0.000000454794767,4.130687148132020,-5.092949447983703,0.194113156237412,-3.170858707549104,1.780547660350903,-1.860173310342118
9,k_cold,not_converged,false,,,,,,,,
9,k_restarts,not_converged,false,,,,,,,,
