scene,scene_file,query_index,replicate,seed,in_house_status,oxmpl_status,oxmpl_detail,oxmpl_elapsed_ms,oxmpl_waypoints,oxmpl_path_cost_rad,oxmpl_path_sha256
open_floor,scene.xml,58,0,202608180580,failed,timeout,solve_timeout,250.00158200,0,0.00000000,
open_floor,scene.xml,58,1,202608180581,failed,timeout,solve_timeout,250.01899200,0,0.00000000,
open_floor,scene.xml,58,2,202608180582,failed,timeout,solve_timeout,250.01752200,0,0.00000000,
open_floor,scene.xml,58,3,202608180583,failed,timeout,solve_timeout,250.00062200,0,0.00000000,
open_floor,scene.xml,58,4,202608180584,failed,timeout,solve_timeout,250.06320200,0,0.00000000,
open_floor,scene.xml,59,0,202608180590,failed,timeout,solve_timeout,250.02597200,0,0.00000000,
open_floor,scene.xml,59,1,202608180591,failed,timeout,solve_timeout,250.03178200,0,0.00000000,
open_floor,scene.xml,59,2,202608180592,failed,timeout,solve_timeout,250.00967200,0,0.00000000,
open_floor,scene.xml,59,3,202608180593,failed,timeout,solve_timeout,250.04523200,0,0.00000000,
open_floor,scene.xml,59,4,202608180594,failed,timeout,solve_timeout,250.01875200,0,0.00000000,
open_floor,scene.xml,60,0,202608180600,success,success,validated,7.04667800,109,27.00000000,78218fc09ce0b9d1144f0e23fe2e6ae5d82e4ba08008e3dfc1fd863a394045a6
open_floor,scene.xml,60,1,202608180601,success,success,validated,9.62401400,106,26.25000000,16c6c21be39d83ddd92e2a5fdfec06d91f2d5622ea0cc1dbe3a9560cddc557e5
open_floor,scene.xml,60,2,202608180602,success,success,validated,8.14802600,140,34.75000000,098a194939c3f20be0c4837285405f395ac72c1351d5470170489893e02ceba7
open_floor,scene.xml,60,3,202608180603,success,success,validated,3.52315400,75,18.49999913,74a47f76bfd50a3f1ed31daa1dff7831d8f8d977834acbd288dafba5d7a3bbab
open_floor,scene.xml,60,4,202608180604,success,success,validated,13.45754800,137,34.00000000,fb5f81fcb49c33728f7e47ba31b0513346d25b89079eca868fee0b7de49560a1
open_floor,scene.xml,61,0,202608180610,success,success,validated,2.58460600,38,9.17871628,8248c185d81025f188c8f93ad7e77b48602d4d8da6933b01859daeac36ba4d8e
open_floor,scene.xml,61,1,202608180611,success,success,validated,4.52331300,39,9.16970794,4fdf2524565e8ecf5233ef4022c43cf763e3462be273a3cb0ac0f2bc703eea7f
open_floor,scene.xml,61,2,202608180612,success,success,validated,3.19645400,54,13.25000000,9247c84f3f726fc7edaef2d1bddc77b193f15520d17824b70b4d8f984cc441fb
open_floor,scene.xml,61,3,202608180613,success,success,validated,4.51135200,44,10.42828896,87561a4178168c5654191939b6ea2867c337b80726164f5811049de76563d33e
open_floor,scene.xml,61,4,202608180614,success,success,validated,4.30673300,38,8.92275263,1b07ec660dbdc72415c7a52f2d9c1bf9cdeda29a6bb94698e262cddd75d098af
open_floor,scene.xml,63,0,202608180630,failed,timeout,solve_timeout,250.06217200,0,0.00000000,
open_floor,scene.xml,63,1,202608180631,failed,timeout,solve_timeout,250.02050200,0,0.00000000,
open_floor,scene.xml,63,2,202608180632,failed,timeout,solve_timeout,250.01635200,0,0.00000000,
open_floor,scene.xml,63,3,202608180633,failed,timeout,solve_timeout,250.02277200,0,0.00000000,
open_floor,scene.xml,63,4,202608180634,failed,timeout,solve_timeout,250.00138200,0,0.00000000,
open_floor,scene.xml,64,0,202608180640,failed,timeout,solve_timeout,250.05259300,0,0.00000000,
open_floor,scene.xml,64,1,202608180641,failed,timeout,solve_timeout,250.00153200,0,0.00000000,
open_floor,scene.xml,64,2,202608180642,failed,timeout,solve_timeout,250.01761200,0,0.00000000,
open_floor,scene.xml,64,3,202608180643,failed,timeout,solve_timeout,250.02164200,0,0.00000000,
open_floor,scene.xml,64,4,202608180644,failed,timeout,solve_timeout,250.03935200,0,0.00000000,
open_floor,scene.xml,67,0,202608180670,failed,timeout,solve_timeout,250.01320200,0,0.00000000,
open_floor,scene.xml,67,1,202608180671,failed,timeout,solve_timeout,250.01099200,0,0.00000000,
